customer_id,age,gender,nationality,emirate,income_bracket,marital_status,household_size
C02446,38,Female,Indian,Ras Al Khaimah,>15000 AED,Single,2
C02447,35,Female,American,Ras Al Khaimah,<3000 AED,Single,7
C02448,35,Male,Bangladeshi,Abu Dhabi,7000-15000 AED,Single,2
C02449,37,Male,Pakistani,Sharjah,>15000 AED,Married,4
C02450,32,Male,Bangladeshi,Dubai,3000-7000 AED,Married,4
C02451,21,Male,Other,Abu Dhabi,3000-7000 AED,Single,1
C02452,38,Female,Bangladeshi,Ajman,<3000 AED,Married,4
C02453,27,Female,Bangladeshi,Sharjah,7000-15000 AED,Single,3
C02454,24,Male,Emirati,Dubai,3000-7000 AED,Married,3
C02455,25,Male,Emirati,Abu Dhabi,3000-7000 AED,Single,2
C02456,37,Female,Indian,Dubai,7000-15000 AED,Single,5
C02457,19,Male,Indian,Dubai,7000-15000 AED,Married,3
C02458,33,Female,Indian,Sharjah,7000-15000 AED,Single,3
C02459,41,Female,Indian,Ajman,<3000 AED,Single,1
C02460,24,Male,Pakistani,Abu Dhabi,7000-15000 AED,Married,1
C02461,37,Male,Bangladeshi,Dubai,3000-7000 AED,Married,3
C02462,29,Female,American,Umm Al Quwain,3000-7000 AED,Married,3
C02463,34,Male,Emirati,Dubai,3000-7000 AED,Single,3
C02464,32,Female,Indian,Abu Dhabi,3000-7000 AED,Married,4
C02465,33,Male,Emirati,Abu Dhabi,3000-7000 AED,Married,5
C02466,31,Female,Pakistani,Dubai,3000-7000 AED,Single,4
C02467,38,Male,Other,Dubai,<3000 AED,Single,1
C02468,40,Female,Filipino,Dubai,3000-7000 AED,Married,5
C02469,46,Male,Filipino,Dubai,<3000 AED,Married,1
C02470,42,Male,Indian,Dubai,7000-15000 AED,Married,2
C02471,24,Female,Indian,Dubai,7000-15000 AED,Married,8
C02472,26,Male,British,Abu Dhabi,<3000 AED,Married,2
C02473,34,Female,Other,Dubai,3000-7000 AED,Married,4
C02474,26,Male,Egyptian,Dubai,3000-7000 AED,Married,2
C02475,40,Male,Pakistani,Dubai,3000-7000 AED,Married,2
C02476,36,Male,Other,Abu Dhabi,<3000 AED,Married,3
C02477,24,Male,Indian,Dubai,3000-7000 AED,Married,3
C02478,18,Male,Filipino,Sharjah,3000-7000 AED,Single,5
C02479,33,Male,Emirati,Sharjah,3000-7000 AED,Single,3
C02480,23,Male,Indian,Abu Dhabi,3000-7000 AED,Married,5
C02481,30,Male,British,Dubai,7000-15000 AED,Married,5
C02482,35,Male,Indian,Abu Dhabi,3000-7000 AED,Single,5
C02483,46,Male,Other,Dubai,>15000 AED,Married,8
C02484,39,Male,Other,Sharjah,3000-7000 AED,Married,5
C02485,26,Female,Pakistani,Abu Dhabi,3000-7000 AED,Single,4
C02486,44,Male,American,Sharjah,<3000 AED,Married,7
C02487,42,Female,Other,Dubai,<3000 AED,Single,2
C02488,27,Other,Filipino,Umm Al Quwain,3000-7000 AED,Married,4
C02489,48,Male,Indian,Ajman,7000-15000 AED,Single,3
C02490,18,Male,Other,Dubai,>15000 AED,Single,2
C02491,25,Male,Emirati,Dubai,7000-15000 AED,Married,7
C02492,27,Male,Indian,Abu Dhabi,3000-7000 AED,Single,3
C02493,18,Male,British,Dubai,3000-7000 AED,Married,7
C02494,46,Female,Indian,Dubai,7000-15000 AED,Single,3
C02495,40,Male,Filipino,Abu Dhabi,3000-7000 AED,Single,4
C02496,33,Male,Egyptian,Sharjah,7000-15000 AED,Married,5
C02497,32,Female,Indian,Abu Dhabi,3000-7000 AED,Single,4
C02498,37,Female,Filipino,Ajman,<3000 AED,Married,8
C02499,39,Female,Indian,Sharjah,3000-7000 AED,Single,6
C02500,30,Male,American,Abu Dhabi,3000-7000 AED,Married,2
C02501,21,Male,Filipino,Dubai,<3000 AED,Married,2
C02502,34,Male,Other,Abu Dhabi,3000-7000 AED,Single,3
C02503,33,Female,American,Ras Al Khaimah,3000-7000 AED,Married,5
C02504,54,Male,Other,Fujairah,3000-7000 AED,Married,4
C02505,53,Female,Other,Dubai,3000-7000 AED,Married,3
C02506,29,Male,Pakistani,Fujairah,3000-7000 AED,Married,4
C02507,34,Male,Indian,Sharjah,3000-7000 AED,Married,8
C02508,23,Female,Egyptian,Fujairah,3000-7000 AED,Single,4
C02509,30,Male,Other,Dubai,7000-15000 AED,Single,3
C02510,21,Female,Bangladeshi,Dubai,3000-7000 AED,Single,1
C02511,18,Female,Indian,Dubai,3000-7000 AED,Married,3
C02512,36,Male,Other,Dubai,7000-15000 AED,Married,3
C02513,27,Male,Indian,Dubai,3000-7000 AED,Single,2
C02514,33,Male,Emirati,Dubai,7000-15000 AED,Single,2
C02515,34,Male,Indian,Sharjah,7000-15000 AED,Single,7
C02516,32,Other,Indian,Ras Al Khaimah,>15000 AED,Single,4
C02517,18,Female,Indian,Ajman,7000-15000 AED,Single,6
C02518,57,Male,Indian,Sharjah,3000-7000 AED,Single,2
C02519,52,Male,Jordanian,Dubai,<3000 AED,Married,6
C02520,43,Female,Pakistani,Dubai,>15000 AED,Single,3
C02521,30,Female,Filipino,Dubai,7000-15000 AED,Married,2
C02522,21,Female,Pakistani,Ras Al Khaimah,<3000 AED,Single,4
C02523,39,Male,Indian,Ajman,<3000 AED,Married,2
C02524,21,Male,Indian,Sharjah,3000-7000 AED,Married,4
C02525,40,Male,Indian,Abu Dhabi,7000-15000 AED,Married,3
C02526,20,Male,Pakistani,Dubai,7000-15000 AED,Single,4
C02527,41,Male,Other,Sharjah,<3000 AED,Married,7
C02528,20,Male,American,Abu Dhabi,<3000 AED,Single,6
C02529,40,Male,Indian,Dubai,3000-7000 AED,Single,6
C02530,27,Male,Indian,Ras Al Khaimah,3000-7000 AED,Single,4
C02531,38,Male,Egyptian,Sharjah,7000-15000 AED,Single,3
C02532,34,Male,American,Dubai,<3000 AED,Single,4
C02533,32,Male,Filipino,Sharjah,3000-7000 AED,Single,6
C02534,46,Female,Other,Ajman,<3000 AED,Married,6
C02535,21,Male,Indian,Dubai,<3000 AED,Married,1
C02536,44,Male,Indian,Dubai,<3000 AED,Single,3
C02537,25,Male,Indian,Ajman,3000-7000 AED,Married,4
C02538,31,Male,Indian,Dubai,<3000 AED,Married,8
C02539,24,Female,Emirati,Ajman,3000-7000 AED,Single,3
C02540,44,Female,Pakistani,Abu Dhabi,<3000 AED,Single,1
C02541,39,Female,Other,Abu Dhabi,7000-15000 AED,Single,6
C02542,34,Female,Pakistani,Dubai,<3000 AED,Married,2
C02543,32,Female,Filipino,Ajman,3000-7000 AED,Single,8
C02544,28,Male,Bangladeshi,Dubai,7000-15000 AED,Single,6
C02545,31,Male,Egyptian,Ajman,3000-7000 AED,Married,2
C02546,29,Female,Other,Sharjah,<3000 AED,Married,4
C02547,42,Female,Other,Dubai,7000-15000 AED,Married,3
C02548,30,Female,Filipino,Dubai,7000-15000 AED,Married,4
C02549,25,Male,Indian,Ras Al Khaimah,<3000 AED,Single,4
C02550,53,Male,Other,Abu Dhabi,3000-7000 AED,Married,2
C02551,28,Female,Indian,Ras Al Khaimah,3000-7000 AED,Married,4
C02552,18,Female,Other,Dubai,3000-7000 AED,Married,4
C02553,28,Male,Other,Abu Dhabi,3000-7000 AED,Single,4
C02554,46,Male,Indian,Dubai,3000-7000 AED,Married,3
C02555,36,Female,Indian,Dubai,3000-7000 AED,Single,4
C02556,41,Female,Pakistani,Abu Dhabi,3000-7000 AED,Married,6
C02557,23,Female,Jordanian,Sharjah,3000-7000 AED,Married,4
C02558,41,Male,Emirati,Sharjah,<3000 AED,Single,2
C02559,37,Male,Other,Dubai,3000-7000 AED,Married,4
C02560,37,Male,Other,Ras Al Khaimah,>15000 AED,Single,3
C02561,41,Female,Bangladeshi,Dubai,3000-7000 AED,Married,6
C02562,36,Female,Indian,Ras Al Khaimah,<3000 AED,Single,4
C02563,45,Female,Egyptian,Dubai,7000-15000 AED,Single,6
C02564,39,Male,British,Dubai,<3000 AED,Single,4
C02565,47,Male,Indian,Abu Dhabi,<3000 AED,Other,3
C02566,40,Female,Indian,Dubai,>15000 AED,Single,6
C02567,51,Female,Indian,Abu Dhabi,<3000 AED,Single,4
C02568,34,Female,Other,Abu Dhabi,3000-7000 AED,Single,5
C02569,43,Male,Indian,Dubai,<3000 AED,Married,6
C02570,45,Female,Jordanian,Dubai,<3000 AED,Married,2
C02571,48,Male,Pakistani,Dubai,<3000 AED,Single,4
C02572,49,Male,Pakistani,Dubai,7000-15000 AED,Married,4
C02573,38,Male,Pakistani,Ras Al Khaimah,>15000 AED,Single,3
C02574,48,Female,Other,Fujairah,3000-7000 AED,Married,3
C02575,36,Male,Jordanian,Dubai,<3000 AED,Married,4
C02576,33,Male,British,Sharjah,3000-7000 AED,Single,2
C02577,41,Female,Emirati,Ajman,3000-7000 AED,Married,1
C02578,43,Female,Indian,Dubai,>15000 AED,Married,8
C02579,38,Male,Filipino,Dubai,7000-15000 AED,Single,3
C02580,38,Male,Filipino,Dubai,7000-15000 AED,Married,3
C02581,45,Male,Emirati,Abu Dhabi,<3000 AED,Married,3
C02582,48,Female,Indian,Ras Al Khaimah,7000-15000 AED,Single,4
C02583,31,Female,Emirati,Dubai,3000-7000 AED,Married,3
C02584,29,Male,Indian,Dubai,3000-7000 AED,Single,3
C02585,26,Female,Indian,Dubai,>15000 AED,Married,3
C02586,37,Male,Indian,Dubai,3000-7000 AED,Single,5
C02587,33,Male,Other,Dubai,>15000 AED,Married,1
C02588,39,Male,Indian,Abu Dhabi,3000-7000 AED,Married,3
C02589,27,Female,Other,Abu Dhabi,<3000 AED,Married,3
C02590,40,Male,Pakistani,Sharjah,7000-15000 AED,Single,5
C02591,28,Female,Indian,Sharjah,<3000 AED,Married,1
C02592,40,Male,British,Ajman,3000-7000 AED,Married,3
C02593,18,Female,Other,Dubai,<3000 AED,Single,2
C02594,35,Male,Filipino,Sharjah,3000-7000 AED,Married,5
C02595,32,Male,Indian,Sharjah,3000-7000 AED,Single,5
C02596,40,Female,Indian,Abu Dhabi,<3000 AED,Married,1
C02597,27,Female,Indian,Sharjah,7000-15000 AED,Single,5
C02598,28,Male,Jordanian,Dubai,7000-15000 AED,Single,4
C02599,41,Female,Other,Dubai,<3000 AED,Single,5
C02600,49,Female,Indian,Ajman,3000-7000 AED,Married,8
C02601,44,Female,Indian,Ras Al Khaimah,3000-7000 AED,Married,2
C02602,28,Male,Filipino,Ras Al Khaimah,<3000 AED,Single,2
C02603,54,Male,Filipino,Dubai,3000-7000 AED,Single,1
C02604,18,Male,Indian,Sharjah,3000-7000 AED,Single,3
C02605,39,Male,Pakistani,Abu Dhabi,3000-7000 AED,Married,5
C02606,49,Female,Other,Dubai,3000-7000 AED,Single,7
C02607,36,Male,Filipino,Ras Al Khaimah,7000-15000 AED,Married,3
C02608,36,Male,Bangladeshi,Dubai,3000-7000 AED,Married,3
C02609,34,Female,Pakistani,Dubai,7000-15000 AED,Married,8
C02610,34,Male,Emirati,Dubai,7000-15000 AED,Single,7
C02611,18,Female,Indian,Dubai,3000-7000 AED,Single,7
C02612,34,Female,Indian,Dubai,3000-7000 AED,Single,3
C02613,45,Male,British,Dubai,<3000 AED,Married,3
C02614,43,Male,Indian,Ras Al Khaimah,3000-7000 AED,Single,8
C02615,29,Female,Filipino,Ajman,7000-15000 AED,Single,3
C02616,32,Male,Emirati,Ajman,<3000 AED,Single,3
C02617,32,Female,Other,Ras Al Khaimah,7000-15000 AED,Married,4
C02618,29,Male,Filipino,Fujairah,3000-7000 AED,Single,5
C02619,23,Female,Indian,Dubai,<3000 AED,Married,4
C02620,39,Other,Indian,Ajman,3000-7000 AED,Single,7
C02621,47,Male,Indian,Abu Dhabi,<3000 AED,Married,6
C02622,18,Male,Pakistani,Sharjah,<3000 AED,Married,4
C02623,27,Female,Indian,Ajman,>15000 AED,Single,2
C02624,35,Male,Other,Dubai,3000-7000 AED,Married,7
C02625,26,Female,Pakistani,Dubai,3000-7000 AED,Married,6
C02626,44,Female,Indian,Abu Dhabi,>15000 AED,Single,7
C02627,33,Female,Emirati,Abu Dhabi,7000-15000 AED,Other,3
C02628,35,Male,Pakistani,Abu Dhabi,<3000 AED,Single,1
C02629,18,Female,Other,Abu Dhabi,3000-7000 AED,Married,2
C02630,37,Female,Indian,Abu Dhabi,>15000 AED,Married,2
C02631,49,Female,Indian,Dubai,3000-7000 AED,Single,6
C02632,33,Male,Filipino,Ajman,7000-15000 AED,Married,8
C02633,28,Male,Pakistani,Dubai,3000-7000 AED,Single,2
C02634,18,Male,Indian,Sharjah,3000-7000 AED,Single,3
C02635,30,Male,Other,Dubai,3000-7000 AED,Married,4
C02636,24,Male,Indian,Umm Al Quwain,3000-7000 AED,Single,1
C02637,38,Female,Indian,Abu Dhabi,<3000 AED,Single,3
C02638,23,Male,Other,Sharjah,<3000 AED,Single,1
C02639,44,Female,Other,Dubai,3000-7000 AED,Single,2
C02640,45,Male,Indian,Abu Dhabi,7000-15000 AED,Other,6
C02641,44,Male,Other,Dubai,3000-7000 AED,Single,4
C02642,42,Male,Indian,Dubai,3000-7000 AED,Single,4
C02643,27,Female,Pakistani,Dubai,7000-15000 AED,Married,6
C02644,18,Male,Indian,Abu Dhabi,3000-7000 AED,Single,3
C02645,37,Female,Pakistani,Ras Al Khaimah,<3000 AED,Married,4
C02646,28,Male,Indian,Dubai,3000-7000 AED,Single,2
C02647,42,Female,Egyptian,Ras Al Khaimah,3000-7000 AED,Married,4
C02648,44,Male,Indian,Ajman,7000-15000 AED,Single,5
C02649,34,Female,Emirati,Sharjah,<3000 AED,Married,7
C02650,25,Female,Pakistani,Umm Al Quwain,<3000 AED,Married,5
C02651,30,Female,Pakistani,Ajman,7000-15000 AED,Married,3
C02652,33,Male,Indian,Dubai,3000-7000 AED,Married,3
C02653,44,Male,Indian,Dubai,7000-15000 AED,Single,4
C02654,34,Male,Indian,Sharjah,<3000 AED,Single,3
C02655,24,Male,Pakistani,Fujairah,7000-15000 AED,Married,1
C02656,50,Female,Indian,Dubai,3000-7000 AED,Married,4
C02657,34,Female,Filipino,Dubai,>15000 AED,Married,6
C02658,43,Female,Indian,Dubai,3000-7000 AED,Married,6
C02659,40,Male,Emirati,Dubai,<3000 AED,Married,3
C02660,20,Female,Indian,Abu Dhabi,<3000 AED,Other,5
C02661,50,Male,Emirati,Sharjah,7000-15000 AED,Single,5
C02662,22,Female,Other,Fujairah,3000-7000 AED,Single,3
C02663,48,Male,Pakistani,Ras Al Khaimah,3000-7000 AED,Single,7
C02664,37,Male,Indian,Dubai,3000-7000 AED,Single,2
C02665,18,Male,Indian,Ajman,7000-15000 AED,Married,4
C02666,31,Male,Other,Sharjah,<3000 AED,Other,7
C02667,44,Female,British,Abu Dhabi,7000-15000 AED,Married,5
C02668,36,Female,Indian,Sharjah,<3000 AED,Single,6
C02669,19,Male,Pakistani,Dubai,<3000 AED,Married,7
C02670,30,Male,Bangladeshi,Sharjah,<3000 AED,Married,5
C02671,35,Male,Indian,Abu Dhabi,7000-15000 AED,Single,6
C02672,32,Female,Filipino,Dubai,3000-7000 AED,Single,1
C02673,32,Male,Jordanian,Dubai,7000-15000 AED,Single,6
C02674,24,Female,Other,Sharjah,3000-7000 AED,Married,3
C02675,19,Female,Indian,Abu Dhabi,7000-15000 AED,Single,3
C02676,29,Male,Other,Dubai,<3000 AED,Married,1
C02677,34,Female,Emirati,Sharjah,3000-7000 AED,Single,3
C02678,24,Male,Indian,Dubai,3000-7000 AED,Single,1
C02679,31,Female,Indian,Abu Dhabi,7000-15000 AED,Single,3
C02680,36,Male,Other,Dubai,7000-15000 AED,Married,4
C02681,41,Male,Other,Dubai,3000-7000 AED,Single,6
C02682,33,Female,Indian,Dubai,3000-7000 AED,Married,6
C02683,44,Female,Indian,Sharjah,3000-7000 AED,Single,3
C02684,43,Male,Egyptian,Umm Al Quwain,3000-7000 AED,Married,4
C02685,38,Male,Indian,Dubai,<3000 AED,Single,5
C02686,26,Male,Indian,Dubai,3000-7000 AED,Married,5
C02687,39,Male,Filipino,Sharjah,>15000 AED,Married,3
C02688,28,Female,Pakistani,Sharjah,7000-15000 AED,Single,3
C02689,33,Female,Pakistani,Abu Dhabi,7000-15000 AED,Married,4
C02690,55,Male,Indian,Dubai,3000-7000 AED,Single,6
C02691,34,Male,Pakistani,Ajman,3000-7000 AED,Single,3
C02692,41,Male,American,Ras Al Khaimah,7000-15000 AED,Single,1
C02693,29,Female,Emirati,Dubai,<3000 AED,Married,4
C02694,36,Male,Pakistani,Ras Al Khaimah,<3000 AED,Married,6
C02695,24,Female,Other,Dubai,3000-7000 AED,Single,6
C02696,39,Male,Indian,Dubai,<3000 AED,Single,2
C02697,38,Male,Pakistani,Sharjah,7000-15000 AED,Married,2
C02698,25,Male,Pakistani,Dubai,>15000 AED,Married,8
C02699,18,Female,Filipino,Dubai,3000-7000 AED,Single,6
C02700,42,Female,American,Dubai,7000-15000 AED,Married,7
C02701,54,Male,Pakistani,Sharjah,<3000 AED,Married,8
C02702,40,Female,Filipino,Dubai,3000-7000 AED,Single,4
C02703,45,Female,Other,Abu Dhabi,7000-15000 AED,Single,1
C02704,18,Female,Indian,Dubai,7000-15000 AED,Married,1
C02705,40,Female,Indian,Dubai,>15000 AED,Married,4
C02706,29,Male,Emirati,Abu Dhabi,7000-15000 AED,Married,8
C02707,29,Male,Emirati,Abu Dhabi,3000-7000 AED,Married,1
C02708,18,Female,Indian,Sharjah,<3000 AED,Married,2
C02709,30,Male,Other,Ajman,3000-7000 AED,Married,3
C02710,28,Female,Bangladeshi,Abu Dhabi,3000-7000 AED,Single,8
C02711,32,Male,Indian,Dubai,3000-7000 AED,Married,2
C02712,32,Male,Other,Ras Al Khaimah,3000-7000 AED,Single,3
C02713,27,Male,Pakistani,Ajman,3000-7000 AED,Married,3
C02714,40,Male,Indian,Dubai,3000-7000 AED,Single,2
C02715,29,Female,Emirati,Dubai,>15000 AED,Single,7
C02716,31,Female,Indian,Abu Dhabi,3000-7000 AED,Married,6
C02717,18,Male,Other,Dubai,3000-7000 AED,Single,3
C02718,49,Male,Indian,Sharjah,3000-7000 AED,Single,7
C02719,26,Female,Indian,Dubai,3000-7000 AED,Single,3
C02720,18,Female,Emirati,Ajman,3000-7000 AED,Married,4
C02721,32,Male,Indian,Sharjah,3000-7000 AED,Married,4
C02722,36,Female,Indian,Dubai,7000-15000 AED,Married,1
C02723,34,Male,Indian,Dubai,3000-7000 AED,Single,3
C02724,58,Male,Indian,Fujairah,<3000 AED,Married,3
C02725,38,Female,Bangladeshi,Sharjah,<3000 AED,Single,2
C02726,24,Male,American,Dubai,7000-15000 AED,Single,3
C02727,28,Male,American,Dubai,3000-7000 AED,Married,5
C02728,38,Female,Pakistani,Dubai,<3000 AED,Single,4
C02729,36,Female,Pakistani,Dubai,7000-15000 AED,Married,4
C02730,33,Male,Emirati,Dubai,7000-15000 AED,Married,8
C02731,26,Male,Pakistani,Abu Dhabi,3000-7000 AED,Married,3
C02732,29,Female,Emirati,Dubai,7000-15000 AED,Married,8
C02733,46,Male,Indian,Dubai,<3000 AED,Married,4
C02734,23,Female,Egyptian,Dubai,<3000 AED,Single,4
C02735,33,Female,Indian,Abu Dhabi,7000-15000 AED,Married,6
C02736,18,Male,Bangladeshi,Sharjah,<3000 AED,Married,6
C02737,46,Female,British,Dubai,<3000 AED,Married,1
C02738,32,Male,Egyptian,Abu Dhabi,<3000 AED,Single,8
C02739,35,Male,Bangladeshi,Dubai,3000-7000 AED,Single,8
C02740,48,Male,Indian,Dubai,3000-7000 AED,Other,3
C02741,26,Male,Indian,Sharjah,7000-15000 AED,Married,4
C02742,25,Female,Jordanian,Dubai,<3000 AED,Married,1
C02743,47,Female,Indian,Ajman,<3000 AED,Single,3
C02744,32,Male,Indian,Ras Al Khaimah,3000-7000 AED,Married,1
C02745,39,Male,Indian,Sharjah,7000-15000 AED,Married,2
C02746,66,Male,Emirati,Dubai,3000-7000 AED,Married,1
C02747,30,Female,Indian,Sharjah,<3000 AED,Married,3
C02748,35,Male,Egyptian,Sharjah,3000-7000 AED,Married,4
C02749,26,Female,Filipino,Umm Al Quwain,3000-7000 AED,Single,3
C02750,42,Female,Pakistani,Dubai,3000-7000 AED,Single,4
C02751,19,Female,Pakistani,Umm Al Quwain,<3000 AED,Married,4
C02752,34,Female,Indian,Dubai,<3000 AED,Married,6
C02753,27,Male,Emirati,Ajman,<3000 AED,Married,4
C02754,47,Male,Indian,Fujairah,7000-15000 AED,Married,3
C02755,27,Female,Other,Ajman,3000-7000 AED,Single,4
C02756,28,Male,Egyptian,Sharjah,3000-7000 AED,Married,4
C02757,38,Male,Indian,Sharjah,7000-15000 AED,Single,4
C02758,43,Male,Indian,Abu Dhabi,3000-7000 AED,Married,3
C02759,53,Female,Other,Sharjah,3000-7000 AED,Single,5
C02760,35,Male,Pakistani,Umm Al Quwain,3000-7000 AED,Married,1
C02761,28,Male,Indian,Abu Dhabi,3000-7000 AED,Single,6
C02762,50,Male,Pakistani,Sharjah,3000-7000 AED,Single,5
C02763,29,Male,Jordanian,Dubai,7000-15000 AED,Single,8
C02764,39,Female,Indian,Fujairah,3000-7000 AED,Married,4
C02765,28,Male,Other,Abu Dhabi,<3000 AED,Single,3
C02766,39,Male,Filipino,Abu Dhabi,3000-7000 AED,Married,3
C02767,32,Male,Indian,Abu Dhabi,3000-7000 AED,Married,6
C02768,34,Male,Other,Ajman,3000-7000 AED,Single,5
C02769,35,Female,Indian,Sharjah,7000-15000 AED,Married,4
C02770,36,Male,Indian,Dubai,>15000 AED,Married,8
C02771,33,Female,Indian,Dubai,3000-7000 AED,Married,5
C02772,39,Male,Other,Abu Dhabi,3000-7000 AED,Married,4
C02773,24,Male,Indian,Abu Dhabi,3000-7000 AED,Married,2
C02774,19,Female,Other,Dubai,7000-15000 AED,Single,3
C02775,33,Male,British,Ajman,3000-7000 AED,Married,5
C02776,22,Male,Pakistani,Dubai,3000-7000 AED,Married,1
C02777,35,Female,Other,Dubai,3000-7000 AED,Married,2
C02778,31,Male,Indian,Dubai,>15000 AED,Married,7
C02779,18,Male,Other,Fujairah,<3000 AED,Other,1
C02780,20,Male,Egyptian,Dubai,<3000 AED,Married,2
C02781,23,Female,Other,Dubai,3000-7000 AED,Single,5
C02782,40,Male,Indian,Sharjah,>15000 AED,Other,4
C02783,46,Male,Egyptian,Dubai,3000-7000 AED,Married,3
C02784,20,Male,Egyptian,Abu Dhabi,3000-7000 AED,Single,4
C02785,32,Female,Other,Ajman,3000-7000 AED,Single,8
C02786,35,Male,Egyptian,Ajman,7000-15000 AED,Married,2
C02787,47,Female,Filipino,Dubai,<3000 AED,Married,8
C02788,37,Male,Pakistani,Ras Al Khaimah,3000-7000 AED,Single,4
C02789,44,Female,Filipino,Dubai,3000-7000 AED,Single,4
C02790,20,Female,Indian,Dubai,<3000 AED,Married,4
C02791,33,Female,Indian,Dubai,<3000 AED,Married,6
C02792,36,Male,Other,Dubai,3000-7000 AED,Married,4
C02793,43,Female,Other,Ras Al Khaimah,7000-15000 AED,Single,2
C02794,45,Male,Bangladeshi,Dubai,7000-15000 AED,Married,6
C02795,49,Female,Indian,Abu Dhabi,<3000 AED,Single,6
C02796,33,Female,Indian,Dubai,3000-7000 AED,Single,3
C02797,23,Male,Bangladeshi,Dubai,7000-15000 AED,Married,1
C02798,31,Male,Filipino,Dubai,3000-7000 AED,Married,3
C02799,38,Male,Indian,Ajman,<3000 AED,Single,4
C02800,18,Male,Other,Abu Dhabi,3000-7000 AED,Single,4
C02801,35,Female,Other,Dubai,<3000 AED,Married,5
C02802,31,Female,Emirati,Abu Dhabi,3000-7000 AED,Single,8
C02803,32,Male,Indian,Ras Al Khaimah,<3000 AED,Single,5
C02804,37,Male,Pakistani,Ras Al Khaimah,3000-7000 AED,Married,2
C02805,37,Male,Emirati,Sharjah,7000-15000 AED,Single,1
C02806,46,Male,Indian,Dubai,3000-7000 AED,Single,5
C02807,37,Male,Jordanian,Abu Dhabi,3000-7000 AED,Other,1
C02808,29,Female,Bangladeshi,Dubai,<3000 AED,Married,1
C02809,34,Female,Egyptian,Dubai,7000-15000 AED,Married,1
C02810,25,Female,Indian,Abu Dhabi,7000-15000 AED,Single,1
C02811,25,Female,Pakistani,Dubai,<3000 AED,Single,5
C02812,47,Female,Filipino,Dubai,7000-15000 AED,Single,2
C02813,34,Female,Indian,Sharjah,<3000 AED,Single,5
C02814,36,Female,Indian,Dubai,7000-15000 AED,Single,5
C02815,28,Female,Jordanian,Ajman,7000-15000 AED,Married,8
C02816,32,Female,Indian,Umm Al Quwain,<3000 AED,Single,7
C02817,24,Male,Indian,Sharjah,7000-15000 AED,Married,6
C02818,29,Female,Indian,Dubai,3000-7000 AED,Single,4
C02819,34,Female,Other,Fujairah,3000-7000 AED,Married,4
C02820,22,Male,Pakistani,Abu Dhabi,7000-15000 AED,Married,1
C02821,32,Male,American,Ajman,<3000 AED,Married,5
C02822,25,Female,Emirati,Dubai,3000-7000 AED,Married,1
C02823,34,Female,Bangladeshi,Dubai,<3000 AED,Single,6
C02824,38,Female,Other,Dubai,3000-7000 AED,Married,2
C02825,36,Male,Other,Ajman,7000-15000 AED,Single,5
C02826,45,Female,Indian,Dubai,<3000 AED,Married,3
C02827,26,Female,Other,Dubai,>15000 AED,Married,2
C02828,35,Male,Pakistani,Ras Al Khaimah,>15000 AED,Single,5
C02829,30,Female,Egyptian,Dubai,<3000 AED,Married,8
C02830,57,Female,Filipino,Dubai,7000-15000 AED,Single,7
C02831,38,Female,Indian,Abu Dhabi,3000-7000 AED,Single,2
C02832,18,Male,Other,Sharjah,>15000 AED,Single,1
C02833,28,Male,Other,Dubai,3000-7000 AED,Single,1
C02834,22,Male,Pakistani,Fujairah,7000-15000 AED,Single,2
C02835,29,Male,Pakistani,Sharjah,>15000 AED,Single,1
C02836,26,Female,Bangladeshi,Dubai,3000-7000 AED,Married,4
C02837,32,Female,Indian,Dubai,3000-7000 AED,Married,4
C02838,25,Female,Filipino,Dubai,3000-7000 AED,Married,6
C02839,33,Male,Filipino,Sharjah,<3000 AED,Single,5
C02840,18,Male,Indian,Abu Dhabi,7000-15000 AED,Single,5
C02841,36,Female,Filipino,Ajman,3000-7000 AED,Married,4
C02842,42,Male,Egyptian,Abu Dhabi,3000-7000 AED,Married,3
C02843,30,Male,Filipino,Abu Dhabi,3000-7000 AED,Married,2
C02844,35,Male,Indian,Dubai,<3000 AED,Married,7
C02845,54,Female,Indian,Dubai,3000-7000 AED,Married,5
C02846,24,Male,Indian,Abu Dhabi,<3000 AED,Single,1
C02847,42,Male,Emirati,Dubai,7000-15000 AED,Single,1
C02848,31,Female,British,Dubai,3000-7000 AED,Married,4
C02849,40,Female,Pakistani,Dubai,3000-7000 AED,Married,3
C02850,24,Female,Bangladeshi,Dubai,7000-15000 AED,Single,7
C02851,18,Female,Other,Dubai,<3000 AED,Married,5
C02852,26,Male,Filipino,Ajman,<3000 AED,Single,4
C02853,42,Female,Other,Sharjah,3000-7000 AED,Single,4
C02854,40,Male,Pakistani,Dubai,7000-15000 AED,Single,7
C02855,60,Female,Indian,Fujairah,<3000 AED,Married,4
C02856,33,Male,Indian,Abu Dhabi,3000-7000 AED,Single,1
C02857,35,Female,Indian,Sharjah,<3000 AED,Single,3
C02858,43,Female,Indian,Dubai,7000-15000 AED,Single,3
C02859,35,Male,Indian,Dubai,7000-15000 AED,Single,3
C02860,33,Male,Indian,Dubai,3000-7000 AED,Single,3
C02861,35,Female,Indian,Sharjah,3000-7000 AED,Other,3
C02862,28,Female,Indian,Abu Dhabi,7000-15000 AED,Single,2
C02863,18,Male,Indian,Dubai,<3000 AED,Married,4
C02864,25,Female,Indian,Abu Dhabi,7000-15000 AED,Married,4
