loyalty_id,customer_id,join_date,tier,points_balance,lifetime_spend,last_activity_date,enrolled_marketing
L002879,C02879,2025-01-21,Silver,323,485.13,2025-06-11,True
L003829,C03829,2025-02-27,Silver,18,27.4,2025-06-13,False
L001168,C01168,2024-06-16,Silver,2269,3404.69,2025-09-30,False
L002061,C02061,2023-11-04,Silver,145,217.94,2025-05-10,True
L002948,C02948,2025-01-26,Gold,1608,2412.79,2025-09-30,True
L003627,C03627,2024-08-01,Silver,77,116.23,2025-08-05,False
L002211,C02211,2025-03-01,Silver,2009,3014.5,2025-05-19,False
L003698,C03698,2025-01-06,Gold,1619,2429.04,2025-09-16,True
L002889,C02889,2025-07-20,Gold,1452,2179.22,2025-08-02,False
L004984,C04984,2025-04-09,Gold,329,494.24,2025-05-31,True
L003624,C03624,2025-08-02,Silver,982,1473.84,2025-05-29,True
L000110,C00110,2024-10-20,Silver,1463,2195.33,2025-08-01,True
L003734,C03734,2023-11-09,Platinum,168,253.08,2025-06-19,False
L003073,C03073,2023-08-17,Silver,2083,3125.71,2025-06-04,False
L000987,C00987,2025-04-04,Silver,312,469.1,2025-07-05,False
L000575,C00575,2024-11-10,Platinum,1456,2184.33,2025-06-07,True
L002243,C02243,2025-06-08,Silver,1319,1979.08,2025-08-03,True
L002350,C02350,2025-02-10,Platinum,2844,4267.23,2025-08-16,True
L004096,C04096,2025-07-05,Gold,1694,2541.19,2025-09-08,True
L002072,C02072,2024-03-24,Gold,1001,1502.47,2025-09-06,True
L004906,C04906,2023-06-21,Gold,628,942.91,2025-04-30,True
L003540,C03540,2025-03-27,Silver,689,1034.71,2025-05-11,False
L004315,C04315,2023-08-30,Gold,1788,2683.12,2025-06-28,True
L004506,C04506,2023-07-11,Silver,1222,1834.25,2025-06-05,False
L001306,C01306,2023-10-23,Gold,1849,2774.03,2025-07-24,False
L004085,C04085,2025-03-14,Silver,1918,2877.44,2025-09-14,True
L001841,C01841,2024-11-28,Gold,351,527.75,2025-09-03,True
L004520,C04520,2023-05-03,Gold,2029,3043.74,2025-06-21,True
L000062,C00062,2024-04-10,Silver,144,217.39,2025-05-30,True
L001634,C01634,2023-05-09,Silver,398,598.21,2025-06-02,True
L004465,C04465,2023-11-10,Gold,1708,2562.85,2025-05-27,True
L002509,C02509,2023-08-10,Platinum,398,598.41,2025-05-01,True
L001493,C01493,2024-08-20,Silver,1353,2029.83,2025-05-10,True
L002403,C02403,2025-02-08,Silver,1060,1590.64,2025-05-05,True
L000042,C00042,2024-05-31,Platinum,1610,2415.67,2025-07-30,False
L001652,C01652,2023-04-28,Gold,449,674.51,2025-05-14,True
L003787,C03787,2025-06-26,Silver,52,78.42,2025-06-03,True
L000447,C00447,2024-01-23,Platinum,435,652.7,2025-09-17,False
L001179,C01179,2024-10-20,Silver,1433,2150.27,2025-08-16,False
L003399,C03399,2024-08-21,Silver,659,988.74,2025-08-01,False
L001471,C01471,2023-11-10,Gold,1306,1960.14,2025-09-01,True
L001826,C01826,2024-05-06,Silver,862,1293.3,2025-06-18,True
L004079,C04079,2025-04-14,Silver,660,990.17,2025-04-12,False
L002536,C02536,2025-03-02,Silver,1133,1700.46,2025-05-13,False
L000488,C00488,2024-09-16,Silver,1318,1977.32,2025-04-09,True
L002386,C02386,2025-03-22,Silver,812,1219.4,2025-09-22,False
L004303,C04303,2025-03-03,Gold,395,593.52,2025-07-28,False
L000664,C00664,2024-01-15,Gold,48,73.38,2025-09-18,True
L002112,C02112,2023-11-15,Silver,250,375.09,2025-07-08,False
L004617,C04617,2025-05-09,Gold,842,1263.61,2025-09-23,False
L002268,C02268,2024-10-04,Silver,1521,2282.43,2025-08-07,True
L002095,C02095,2025-03-01,Silver,333,500.33,2025-04-27,False
L000082,C00082,2025-01-02,Silver,925,1388.15,2025-07-29,True
L002638,C02638,2025-04-27,Silver,2018,3027.08,2025-08-18,False
L001656,C01656,2024-05-07,Silver,500,750.95,2025-07-14,True
L004194,C04194,2024-03-14,Silver,151,226.9,2025-07-06,False
L002443,C02443,2024-12-02,Silver,882,1324.32,2025-06-20,False
L000541,C00541,2025-07-31,Platinum,1890,2835.57,2025-09-29,False
L000464,C00464,2025-09-20,Platinum,327,491.15,2025-07-15,False
L001417,C01417,2025-06-14,Silver,1401,2102.45,2025-08-04,False
L003338,C03338,2025-04-23,Gold,1877,2815.81,2025-04-08,True
L000390,C00390,2025-08-25,Silver,604,906.93,2025-07-29,True
L003542,C03542,2024-09-23,Silver,860,1290.18,2025-05-20,True
L002754,C02754,2024-03-03,Silver,1500,2250.79,2025-06-11,True
L004516,C04516,2024-02-22,Platinum,1800,2700.74,2025-04-16,False
L003116,C03116,2025-09-08,Platinum,334,502.42,2025-06-20,False
L004952,C04952,2024-02-29,Silver,326,489.9,2025-06-26,True
L001426,C01426,2024-06-19,Silver,2017,3026.25,2025-09-15,False
L003175,C03175,2023-08-14,Platinum,1306,1959.79,2025-09-29,True
L003649,C03649,2023-04-16,Silver,1231,1846.88,2025-04-04,True
L002137,C02137,2025-02-01,Platinum,911,1366.67,2025-07-22,True
L002585,C02585,2025-02-12,Gold,360,541.25,2025-05-05,True
L000880,C00880,2024-11-18,Gold,1496,2245.47,2025-05-12,True
L002548,C02548,2025-04-25,Silver,928,1392.63,2025-09-11,True
L001334,C01334,2024-08-08,Silver,1833,2749.59,2025-09-17,True
L001853,C01853,2023-05-04,Gold,344,516.86,2025-04-29,False
L001456,C01456,2023-05-01,Silver,914,1371.73,2025-09-08,True
L000520,C00520,2025-06-11,Silver,460,690.04,2025-04-23,False
L000946,C00946,2024-09-14,Silver,1460,2190.52,2025-08-13,False
L002675,C02675,2023-12-08,Gold,144,216.89,2025-05-17,False
L000259,C00259,2025-02-14,Platinum,1114,1671.32,2025-09-19,True
L003775,C03775,2023-06-01,Silver,552,828.83,2025-09-28,True
L004863,C04863,2025-02-19,Silver,771,1156.99,2025-07-21,True
L003159,C03159,2023-10-12,Gold,3,5.94,2025-08-31,True
L000307,C00307,2023-07-14,Silver,383,575.57,2025-06-18,True
L002170,C02170,2023-09-03,Silver,2085,3127.72,2025-08-20,True
L002938,C02938,2024-04-08,Gold,1709,2564.34,2025-05-23,False
L004449,C04449,2024-03-16,Platinum,522,783.42,2025-05-27,False
L001347,C01347,2024-10-06,Silver,2235,3352.74,2025-05-26,False
L000925,C00925,2023-10-18,Silver,1638,2457.73,2025-04-12,True
L004433,C04433,2025-04-30,Silver,382,573.5,2025-06-23,False
L001933,C01933,2024-06-17,Silver,912,1368.36,2025-04-16,True
L002564,C02564,2024-05-09,Gold,1386,2079.14,2025-08-20,False
L002468,C02468,2025-03-01,Silver,531,797.94,2025-09-30,False
L004958,C04958,2023-07-26,Silver,218,327.14,2025-04-25,True
L004973,C04973,2023-09-04,Silver,824,1236.75,2025-07-14,True
L004080,C04080,2023-06-17,Platinum,837,1255.94,2025-09-08,False
L002829,C02829,2024-03-25,Platinum,989,1484.24,2025-06-14,True
L000958,C00958,2025-06-21,Gold,1316,1975.45,2025-05-03,True
L000907,C00907,2024-06-18,Platinum,2376,3564.44,2025-08-25,True
L004491,C04491,2025-05-30,Silver,1016,1524.45,2025-04-10,True
L004137,C04137,2024-09-17,Silver,956,1434.48,2025-05-09,True
L002029,C02029,2024-09-02,Silver,1264,1896.61,2025-07-27,True
L001391,C01391,2023-04-24,Gold,1051,1577.45,2025-07-15,True
L001472,C01472,2025-01-23,Gold,1939,2909.29,2025-07-04,True
L004387,C04387,2023-09-30,Gold,915,1373.16,2025-04-22,True
L003658,C03658,2025-05-02,Gold,1607,2411.94,2025-08-23,True
L000456,C00456,2024-07-15,Silver,801,1202.4,2025-08-02,True
L003691,C03691,2023-06-22,Gold,2188,3282.64,2025-09-18,False
L001469,C01469,2023-08-20,Silver,1664,2496.39,2025-08-21,True
L004804,C04804,2025-02-08,Silver,1678,2517.22,2025-08-20,True
L002859,C02859,2025-06-10,Silver,1994,2991.28,2025-07-19,True
L001362,C01362,2023-10-09,Silver,836,1254.55,2025-07-21,False
L003820,C03820,2023-05-20,Silver,677,1016.38,2025-04-29,True
L004464,C04464,2023-07-17,Silver,523,785.7,2025-07-20,True
L004991,C04991,2023-06-08,Silver,1106,1660.02,2025-08-26,True
L003460,C03460,2023-06-12,Silver,4,7.37,2025-07-11,True
L001800,C01800,2024-06-02,Silver,1022,1534.34,2025-08-05,False
L001047,C01047,2024-07-09,Silver,274,411.84,2025-09-04,True
L000478,C00478,2024-05-13,Gold,1490,2236.29,2025-07-14,False
L003671,C03671,2024-08-05,Gold,232,348.34,2025-09-14,True
L000900,C00900,2024-04-19,Silver,1348,2022.56,2025-05-06,True
L000763,C00763,2025-08-31,Platinum,86,129.09,2025-06-22,True
L004542,C04542,2025-03-30,Silver,819,1229.74,2025-08-14,False
L001247,C01247,2025-06-24,Gold,499,749.43,2025-08-22,True
L002227,C02227,2024-01-18,Gold,563,845.33,2025-08-12,True
L004574,C04574,2025-05-04,Silver,164,247.22,2025-09-21,True
L001014,C01014,2023-10-25,Gold,529,793.68,2025-06-15,True
L004657,C04657,2023-12-15,Silver,801,1202.59,2025-07-24,True
L000300,C00300,2025-09-17,Silver,191,286.61,2025-04-19,False
L003541,C03541,2025-07-06,Platinum,1650,2476.14,2025-07-18,True
L003139,C03139,2023-08-13,Platinum,1762,2643.05,2025-06-12,True
L004056,C04056,2023-05-18,Silver,2226,3340.26,2025-05-04,True
L002456,C02456,2023-05-24,Silver,2854,4281.49,2025-09-24,True
L001369,C01369,2024-08-06,Gold,877,1315.57,2025-04-28,True
L001318,C01318,2024-07-11,Silver,2543,3815.75,2025-05-13,True
L001461,C01461,2025-03-03,Silver,171,257.03,2025-04-18,True
L002419,C02419,2025-09-06,Silver,427,641.77,2025-08-14,True
L004039,C04039,2024-06-15,Gold,2809,4214.93,2025-08-10,True
L000089,C00089,2023-08-03,Silver,608,912.19,2025-08-10,True
L002056,C02056,2024-03-15,Gold,727,1091.88,2025-04-21,False
L001563,C01563,2024-04-23,Gold,832,1248.47,2025-09-10,False
L004535,C04535,2023-11-09,Silver,361,542.32,2025-04-30,True
L002355,C02355,2025-09-26,Silver,0,0.25,2025-04-12,True
L001712,C01712,2024-11-23,Silver,2485,3727.85,2025-09-23,False
L002911,C02911,2023-12-02,Gold,651,976.61,2025-09-16,False
L004153,C04153,2024-11-16,Platinum,100,150.25,2025-08-15,False
L003642,C03642,2025-06-24,Gold,96,144.95,2025-04-04,False
L000230,C00230,2023-09-18,Gold,60,90.11,2025-09-13,True
L003883,C03883,2023-06-28,Platinum,838,1257.69,2025-08-23,True
L001356,C01356,2024-08-24,Silver,2244,3366.71,2025-06-16,False
L004995,C04995,2025-09-28,Gold,1497,2246.37,2025-08-10,True
L003748,C03748,2024-03-05,Silver,1763,2645.08,2025-06-03,False
L003819,C03819,2023-12-31,Silver,1654,2481.75,2025-07-29,False
L003007,C03007,2023-07-29,Gold,1532,2299.24,2025-05-25,True
L004190,C04190,2025-04-19,Silver,1109,1663.64,2025-07-25,False
L000534,C00534,2024-01-24,Silver,2744,4116.56,2025-06-25,True
L003049,C03049,2023-09-22,Silver,1833,2749.61,2025-04-07,True
L003522,C03522,2025-05-10,Platinum,569,853.56,2025-06-07,True
L004466,C04466,2024-01-31,Silver,1257,1886.11,2025-07-29,True
L001414,C01414,2025-09-05,Silver,926,1390.49,2025-05-23,False
L004258,C04258,2023-07-24,Silver,255,383.45,2025-09-08,True
L004666,C04666,2024-03-23,Silver,1468,2203.29,2025-05-15,True
L004102,C04102,2025-07-21,Gold,508,762.05,2025-05-08,True
L004049,C04049,2023-04-25,Gold,1413,2120.09,2025-09-06,True
L002196,C02196,2024-06-24,Silver,876,1314.85,2025-08-14,False
L004895,C04895,2023-08-29,Silver,1333,2000.21,2025-07-29,True
L000420,C00420,2024-05-24,Platinum,984,1477.03,2025-04-11,True
L004533,C04533,2024-09-10,Gold,2164,3246.47,2025-06-17,True
L003034,C03034,2023-11-05,Platinum,3069,4603.57,2025-05-11,True
L001582,C01582,2025-01-15,Gold,231,347.53,2025-09-22,True
L003689,C03689,2023-10-18,Silver,2463,3695.06,2025-07-23,True
L004654,C04654,2024-12-06,Platinum,303,455.04,2025-05-08,False
L001295,C01295,2025-05-13,Platinum,280,421.04,2025-08-15,True
L000438,C00438,2023-11-05,Silver,183,275.54,2025-05-31,True
L004216,C04216,2024-03-02,Silver,1574,2361.29,2025-06-15,True
L002653,C02653,2024-10-25,Gold,322,483.86,2025-07-27,True
L002071,C02071,2025-02-19,Gold,602,903.76,2025-08-09,True
L003830,C03830,2023-08-06,Silver,358,538.37,2025-06-25,True
L003183,C03183,2024-03-23,Silver,219,329.99,2025-04-15,True
L002697,C02697,2024-03-28,Platinum,86,130.11,2025-04-19,True
L002632,C02632,2023-11-03,Silver,773,1160.61,2025-08-15,False
L004453,C04453,2024-09-08,Silver,1228,1842.04,2025-04-06,False
L000028,C00028,2024-02-06,Silver,915,1373.67,2025-09-25,True
L001983,C01983,2023-12-26,Silver,1913,2870.99,2025-04-17,True
L003420,C03420,2024-02-02,Silver,2231,3347.58,2025-05-18,True
L004799,C04799,2024-07-14,Silver,1102,1654.36,2025-09-27,True
L000002,C00002,2024-01-23,Silver,1143,1715.34,2025-07-16,False
L000479,C00479,2024-02-01,Gold,2057,3085.61,2025-08-25,True
L000384,C00384,2025-02-12,Gold,654,981.52,2025-07-29,False
L000860,C00860,2024-02-21,Platinum,1286,1929.5,2025-06-02,True
L002643,C02643,2024-08-20,Silver,829,1244.05,2025-05-30,False
L004874,C04874,2023-06-19,Gold,562,843.33,2025-06-03,True
L003745,C03745,2025-08-02,Gold,873,1309.73,2025-04-19,True
L001737,C01737,2023-04-29,Silver,1409,2114.77,2025-04-06,True
L003203,C03203,2024-08-06,Silver,340,511.39,2025-07-15,True
L001090,C01090,2024-08-19,Silver,539,809.38,2025-08-05,True
L001526,C01526,2025-04-12,Silver,2031,3047.98,2025-09-27,False
L000960,C00960,2024-05-08,Gold,21,32.93,2025-05-03,True
L004477,C04477,2025-09-28,Platinum,7,11.17,2025-05-07,True
L000361,C00361,2025-06-06,Silver,3461,5192.24,2025-06-13,True
L004368,C04368,2024-07-02,Silver,3393,5090.74,2025-05-26,False
L004852,C04852,2025-01-18,Gold,309,464.05,2025-07-02,True
L002683,C02683,2023-11-12,Silver,1666,2499.09,2025-04-14,True
L000619,C00619,2025-02-13,Gold,88,133.47,2025-06-07,False
L002432,C02432,2025-09-27,Gold,838,1257.66,2025-06-14,False
L003013,C03013,2025-09-02,Silver,244,366.21,2025-08-08,True
L000302,C00302,2025-03-21,Silver,877,1316.61,2025-09-14,False
L001968,C01968,2025-04-04,Silver,1884,2827.44,2025-08-11,True
L003321,C03321,2024-08-22,Silver,1717,2576.94,2025-08-19,True
L003985,C03985,2024-01-21,Silver,2369,3554.81,2025-07-03,True
L000318,C00318,2023-06-26,Silver,575,863.38,2025-06-23,True
L002079,C02079,2024-09-08,Silver,1019,1528.76,2025-05-17,False
L001332,C01332,2025-03-25,Platinum,2456,3684.58,2025-07-09,True
L002856,C02856,2025-07-02,Gold,1295,1942.64,2025-05-05,True
L000357,C00357,2024-09-02,Silver,519,778.92,2025-08-12,True
L000963,C00963,2025-08-22,Gold,1532,2298.84,2025-07-08,False
L001320,C01320,2023-07-25,Silver,937,1405.57,2025-09-12,True
L004792,C04792,2025-01-02,Silver,2815,4222.67,2025-07-09,True
L004592,C04592,2023-09-25,Silver,1247,1871.35,2025-05-11,True
L000948,C00948,2025-05-25,Gold,964,1446.8,2025-07-08,False
L000268,C00268,2025-05-29,Silver,2168,3252.1,2025-09-06,True
L001446,C01446,2025-05-24,Silver,790,1186.35,2025-08-08,True
L000878,C00878,2024-06-03,Silver,509,764.36,2025-04-23,True
L002097,C02097,2025-04-13,Silver,1046,1569.52,2025-08-26,True
L001698,C01698,2023-07-17,Platinum,2097,3146.1,2025-08-06,True
L000358,C00358,2025-06-13,Silver,1802,2703.04,2025-05-22,True
L002553,C02553,2025-07-18,Platinum,74,111.73,2025-07-11,True
L002549,C02549,2025-08-11,Silver,1175,1763.39,2025-08-03,True
L002165,C02165,2025-06-08,Silver,683,1024.62,2025-07-28,True
L000682,C00682,2025-07-05,Silver,883,1324.65,2025-05-30,False
L004416,C04416,2025-03-10,Silver,2832,4248.01,2025-09-01,True
L001848,C01848,2024-11-15,Silver,415,622.79,2025-05-01,True
L004982,C04982,2023-11-03,Silver,1708,2563.48,2025-04-25,False
L004032,C04032,2024-01-04,Gold,1872,2808.73,2025-04-22,False
L000929,C00929,2025-08-02,Silver,1602,2403.74,2025-07-21,True
L003515,C03515,2024-03-28,Gold,523,785.08,2025-08-30,True
L000870,C00870,2023-08-15,Silver,269,404.51,2025-05-17,False
L001264,C01264,2025-07-19,Silver,1990,2985.66,2025-09-15,True
L000160,C00160,2023-06-30,Platinum,1239,1859.13,2025-05-18,True
L004531,C04531,2023-08-20,Gold,258,388.23,2025-05-29,False
L004956,C04956,2023-12-13,Silver,852,1279.48,2025-07-22,False
L004518,C04518,2025-03-07,Gold,265,398.32,2025-09-13,True
L001677,C01677,2023-09-29,Gold,1992,2988.5,2025-07-29,True
L002269,C02269,2023-05-01,Silver,176,264.97,2025-08-27,False
L003111,C03111,2024-02-21,Platinum,1166,1750.33,2025-09-12,False
L002604,C02604,2024-12-26,Silver,247,370.5,2025-06-27,True
L000912,C00912,2025-03-28,Silver,2835,4253.86,2025-06-21,True
L001558,C01558,2024-08-10,Gold,1376,2065.24,2025-08-14,True
L001865,C01865,2024-06-18,Silver,1090,1635.01,2025-09-19,True
L002426,C02426,2025-02-14,Platinum,695,1042.52,2025-08-14,True
L003485,C03485,2023-05-11,Platinum,1532,2298.33,2025-07-22,True
L000291,C00291,2024-06-13,Gold,781,1172.28,2025-09-14,False
L002361,C02361,2025-04-06,Gold,1184,1777.01,2025-09-28,True
L002591,C02591,2025-02-04,Gold,1593,2390.81,2025-07-27,True
L002503,C02503,2023-10-20,Gold,749,1123.59,2025-07-16,True
L000881,C00881,2023-10-25,Silver,1687,2531.4,2025-05-17,True
L004817,C04817,2025-07-03,Silver,261,392.52,2025-09-12,False
L003501,C03501,2023-05-10,Silver,2288,3432.14,2025-06-28,False
L002765,C02765,2023-07-07,Silver,1954,2931.44,2025-06-22,True
L002053,C02053,2024-12-13,Gold,134,201.32,2025-06-27,True
L002069,C02069,2024-03-11,Silver,1397,2096.31,2025-07-05,False
L000424,C00424,2024-03-29,Silver,151,226.71,2025-08-06,True
L002340,C02340,2025-01-06,Gold,944,1417.29,2025-08-27,False
L002841,C02841,2024-12-15,Silver,976,1464.46,2025-05-23,False
L004191,C04191,2025-07-11,Silver,1243,1864.65,2025-06-26,True
L001884,C01884,2025-03-28,Silver,266,400.3,2025-05-21,True
L002693,C02693,2024-05-27,Silver,1194,1792.42,2025-08-12,True
L001946,C01946,2023-12-16,Silver,1255,1883.7,2025-08-19,False
L002273,C02273,2024-05-10,Silver,697,1046.87,2025-04-24,True
L003067,C03067,2025-04-04,Silver,379,569.81,2025-07-21,True
L001655,C01655,2024-04-21,Gold,640,960.99,2025-05-28,True
L002713,C02713,2024-08-25,Silver,1548,2323.3,2025-09-29,False
L002477,C02477,2024-03-26,Silver,944,1416.56,2025-04-14,True
L000338,C00338,2024-03-31,Silver,1669,2503.54,2025-05-04,True
L001129,C01129,2023-09-13,Silver,1418,2127.82,2025-06-04,False
L004908,C04908,2023-09-20,Silver,1443,2165.49,2025-05-28,False
L001250,C01250,2024-11-18,Silver,1321,1982.89,2025-07-26,True
L003094,C03094,2024-04-18,Gold,2090,3136.49,2025-05-11,True
L002015,C02015,2025-07-30,Silver,505,758.9,2025-07-08,True
L001065,C01065,2025-07-19,Gold,1099,1648.84,2025-08-09,True
L004405,C04405,2025-05-23,Gold,2169,3254.54,2025-05-08,True
L000758,C00758,2025-08-22,Platinum,646,970.15,2025-07-05,True
L001788,C01788,2024-10-13,Silver,106,160.03,2025-06-19,True
L003826,C03826,2024-09-02,Silver,537,805.86,2025-04-10,False
L002678,C02678,2023-04-25,Silver,250,375.63,2025-06-14,True
L001929,C01929,2024-02-24,Gold,541,812.05,2025-06-25,False
L004629,C04629,2024-09-20,Gold,2082,3123.12,2025-05-11,False
L003646,C03646,2024-09-21,Platinum,284,426.76,2025-06-24,True
L004925,C04925,2025-06-20,Platinum,110,165.52,2025-09-15,False
L002835,C02835,2024-11-24,Gold,133,200.76,2025-05-10,False
L003938,C03938,2024-05-11,Silver,1164,1746.67,2025-06-28,True
L000519,C00519,2024-01-07,Silver,2046,3069.73,2025-06-23,False
L000846,C00846,2024-03-10,Silver,1957,2935.99,2025-07-21,True
L002628,C02628,2024-04-04,Gold,3265,4898.34,2025-05-17,True
L001249,C01249,2023-11-16,Silver,907,1360.69,2025-05-19,True
L004100,C04100,2025-03-30,Gold,1022,1533.86,2025-07-20,False
L000012,C00012,2024-03-17,Gold,2166,3250.37,2025-07-25,False
L001337,C01337,2024-01-13,Silver,2589,3884.32,2025-04-19,True
L001706,C01706,2024-12-08,Silver,170,255.31,2025-07-11,True
L001061,C01061,2025-01-19,Gold,640,960.1,2025-04-06,False
L003105,C03105,2024-06-23,Gold,402,603.01,2025-07-10,True
L002251,C02251,2024-07-11,Silver,1396,2094.43,2025-05-31,False
L000235,C00235,2023-12-13,Silver,795,1193.58,2025-06-19,False
L000383,C00383,2024-10-06,Platinum,1146,1719.3,2025-05-13,True
L000231,C00231,2024-03-18,Platinum,1579,2368.94,2025-08-25,True
L004663,C04663,2025-03-28,Platinum,650,975.19,2025-04-27,True
L000364,C00364,2024-02-08,Gold,834,1251.71,2025-08-01,True
L000785,C00785,2025-07-14,Silver,830,1246.07,2025-07-15,False
L004090,C04090,2025-05-16,Gold,1503,2255.46,2025-08-11,True
L002157,C02157,2025-07-27,Silver,111,167.73,2025-05-29,True
L002093,C02093,2023-09-15,Gold,1641,2462.88,2025-09-11,True
L001664,C01664,2024-01-02,Silver,486,730.0,2025-08-19,True
L003499,C03499,2024-11-13,Gold,1047,1570.69,2025-05-16,True
L003778,C03778,2024-11-20,Silver,655,983.05,2025-09-22,True
L004430,C04430,2025-07-12,Silver,2661,3992.34,2025-07-26,True
L004753,C04753,2025-07-13,Silver,55,83.59,2025-04-06,False
L003189,C03189,2024-09-06,Gold,991,1487.89,2025-06-02,True
L003482,C03482,2025-06-22,Platinum,1056,1584.69,2025-05-01,True
L004892,C04892,2024-09-07,Silver,1904,2856.52,2025-09-01,True
L000137,C00137,2024-02-11,Silver,2581,3872.88,2025-09-25,True
L001827,C01827,2025-03-20,Silver,446,670.41,2025-07-22,True
L001296,C01296,2025-04-13,Gold,11,16.86,2025-08-16,False
L001349,C01349,2025-06-22,Gold,191,287.64,2025-06-22,False
L003045,C03045,2025-09-27,Gold,2937,4406.18,2025-08-14,True
L000633,C00633,2023-10-22,Silver,771,1156.87,2025-05-19,True
L001114,C01114,2025-02-05,Silver,148,222.58,2025-04-23,False
L002522,C02522,2025-03-19,Silver,360,541.22,2025-04-21,True
L002804,C02804,2024-02-03,Silver,536,804.92,2025-05-15,True
L000794,C00794,2025-06-06,Silver,704,1057.13,2025-05-22,True
L001499,C01499,2024-05-10,Silver,576,864.87,2025-04-21,False
L004245,C04245,2025-06-10,Platinum,2535,3802.84,2025-09-27,False
L000168,C00168,2023-12-25,Silver,1045,1568.74,2025-05-02,True
L001900,C01900,2023-05-12,Silver,830,1245.99,2025-05-30,False
L003403,C03403,2024-08-23,Silver,1143,1715.5,2025-09-27,True
L002559,C02559,2023-06-24,Silver,1642,2463.42,2025-07-29,False
L004112,C04112,2025-04-20,Gold,1509,2264.96,2025-05-31,True
L001592,C01592,2025-08-22,Gold,1165,1748.89,2025-07-27,True
L003382,C03382,2024-09-14,Silver,756,1134.23,2025-07-03,True
L000130,C00130,2024-06-03,Gold,1110,1665.08,2025-09-20,False
L002060,C02060,2023-06-25,Silver,401,601.76,2025-04-22,True
L003865,C03865,2023-09-19,Silver,1882,2823.03,2025-04-21,True
L002685,C02685,2023-12-09,Silver,182,274.08,2025-07-11,True
L000121,C00121,2024-01-19,Platinum,1492,2238.46,2025-09-01,False
L004391,C04391,2024-06-24,Gold,176,265.19,2025-09-22,True
L002046,C02046,2023-08-14,Silver,301,452.92,2025-05-09,True
L001574,C01574,2023-07-09,Silver,2051,3076.84,2025-06-03,True
L002750,C02750,2024-04-05,Silver,294,442.25,2025-08-10,True
L001246,C01246,2025-02-08,Silver,436,654.48,2025-08-13,False
L002892,C02892,2024-04-20,Silver,75,113.96,2025-04-08,True
L002110,C02110,2023-11-30,Platinum,1421,2131.57,2025-07-01,False
L002077,C02077,2024-05-16,Silver,237,356.93,2025-09-27,True
L002539,C02539,2023-07-15,Silver,1058,1587.8,2025-06-02,False
L002975,C02975,2023-05-24,Silver,378,567.72,2025-04-29,True
L002640,C02640,2025-01-24,Silver,1265,1898.53,2025-04-20,True
L003495,C03495,2025-08-27,Platinum,1819,2729.38,2025-06-15,True
L001228,C01228,2025-01-08,Gold,214,321.88,2025-09-28,True
L001338,C01338,2024-12-04,Silver,2841,4262.0,2025-09-25,False
L002398,C02398,2025-04-30,Gold,540,810.58,2025-08-05,False
L003873,C03873,2024-07-26,Silver,352,529.46,2025-04-26,True
L003356,C03356,2023-07-23,Silver,1776,2665.1,2025-07-03,True
L003385,C03385,2025-07-30,Silver,1173,1759.85,2025-09-25,True
L000095,C00095,2024-06-07,Silver,289,434.06,2025-09-17,True
L000660,C00660,2023-09-12,Gold,1515,2273.47,2025-08-29,True
L002606,C02606,2023-08-02,Silver,1705,2557.84,2025-07-30,False
L003287,C03287,2024-09-28,Silver,278,418.1,2025-07-27,True
L004610,C04610,2025-03-06,Silver,316,475.21,2025-08-16,False
L004768,C04768,2023-10-17,Gold,2407,3611.67,2025-08-15,True
L003035,C03035,2025-08-16,Silver,1589,2384.4,2025-08-29,True
L001215,C01215,2023-08-05,Silver,769,1153.81,2025-06-26,True
L003924,C03924,2024-04-25,Silver,985,1477.82,2025-07-21,True
L004675,C04675,2025-06-22,Gold,2003,3004.98,2025-09-12,True
L004461,C04461,2024-11-08,Gold,2449,3674.35,2025-05-29,True
L004171,C04171,2024-02-08,Silver,2400,3600.98,2025-09-09,True
L000376,C00376,2023-05-14,Gold,592,888.78,2025-04-12,True
L002140,C02140,2024-01-16,Silver,477,716.14,2025-04-12,False
L002335,C02335,2025-08-29,Silver,594,892.46,2025-08-16,False
L001032,C01032,2023-05-10,Silver,1152,1728.05,2025-05-27,False
L004638,C04638,2024-01-04,Silver,1177,1766.94,2025-05-11,False
L000414,C00414,2025-05-31,Gold,249,374.1,2025-08-25,False
L003417,C03417,2025-05-28,Platinum,176,264.11,2025-09-18,False
L001594,C01594,2024-11-20,Silver,1721,2582.73,2025-09-23,True
L001196,C01196,2024-01-09,Gold,32,48.99,2025-04-14,True
L002401,C02401,2024-09-24,Silver,1166,1749.89,2025-08-14,True
L002637,C02637,2024-12-01,Gold,924,1386.41,2025-09-14,True
L000845,C00845,2025-04-13,Silver,902,1353.56,2025-09-29,True
L004536,C04536,2024-01-26,Silver,668,1002.56,2025-05-03,False
L001425,C01425,2025-07-04,Platinum,536,804.51,2025-05-01,True
L001164,C01164,2023-07-28,Gold,770,1156.49,2025-05-29,True
L001598,C01598,2023-10-31,Platinum,854,1281.43,2025-09-25,True
L001439,C01439,2023-08-11,Gold,506,759.13,2025-08-12,True
L001972,C01972,2025-01-31,Gold,567,850.74,2025-07-31,False
L001291,C01291,2024-09-16,Platinum,710,1065.96,2025-08-14,True
L003763,C03763,2024-09-06,Silver,927,1391.94,2025-05-31,True
L002962,C02962,2024-11-18,Silver,3096,4645.23,2025-07-29,True
