transaction_id,store_id,store_name,emirate,transaction_date,transaction_time,customer_id,product_id,category,subcategory,quantity,unit_price,total_amount,payment_method
T0010954,S009,LuLu_Store_9,Abu Dhabi,2023-07-17,22:43,C01874,P0017,grocery,beverages,1,0.99,0.99,card
T0010955,S015,LuLu_Store_15,Dubai,2023-08-15,12:21,C03975,P0095,home,furniture,5,184.39,921.97,card
T0010956,S009,LuLu_Store_9,Abu Dhabi,2023-12-18,18:49,C04143,P0128,home,decor,4,37.73,150.91,card
T0010957,S013,LuLu_Store_13,Ajman,2024-02-06,22:39,C04193,P0137,grocery,beverages,1,27.97,27.97,card
T0010958,S020,LuLu_Store_20,Dubai,2024-12-13,15:42,C04066,P0080,clothing,men,2,121.4,242.8,card
T0010959,S014,LuLu_Store_14,Dubai,2023-06-04,15:14,C01363,P0086,grocery,beverages,2,25.78,51.57,card
T0010960,S011,LuLu_Store_11,Dubai,2024-01-19,18:19,C01559,P0153,grocery,fresh,1,18.52,18.52,cash
T0010961,S011,LuLu_Store_11,Dubai,2023-11-12,18:52,C00005,P0175,electronics,mobile,2,1053.99,2107.98,cash
T0010962,S019,LuLu_Store_19,Abu Dhabi,2023-03-31,20:15,C01365,P0009,grocery,snacks,1,6.53,6.53,card
T0010963,S002,LuLu_Store_2,Fujairah,2024-04-23,10:43,C01466,P0139,home,furniture,2,490.44,980.88,cash
T0010964,S009,LuLu_Store_9,Abu Dhabi,2024-09-21,18:31,C02635,P0111,home,kitchen,2,468.74,937.48,card
T0010965,S007,LuLu_Store_7,Dubai,2023-01-26,16:18,C00071,P0181,grocery,beverages,2,14.67,29.35,cash
T0010966,S002,LuLu_Store_2,Fujairah,2023-03-28,17:26,C04982,P0061,grocery,beverages,1,21.18,21.18,card
T0010967,S010,LuLu_Store_10,Sharjah,2023-08-18,09:18,C04465,P0104,beauty,fragrance,4,79.75,318.98,card
T0010968,S012,LuLu_Store_12,Fujairah,2023-04-04,19:08,C01599,P0097,grocery,fresh,1,10.27,10.27,card
T0010969,S003,LuLu_Store_3,Sharjah,2024-04-26,22:56,C03798,P0161,home,decor,3,234.15,702.44,card
T0010970,S003,LuLu_Store_3,Sharjah,2023-12-11,15:53,C03587,P0221,grocery,fresh,2,25.37,50.74,card
T0010971,S017,LuLu_Store_17,Dubai,2023-10-31,21:46,C01732,P0166,electronics,tv,2,388.08,776.16,card
T0010972,S018,LuLu_Store_18,Abu Dhabi,2023-08-22,19:38,C03897,P0095,home,furniture,2,180.16,360.32,cash
T0010973,S002,LuLu_Store_2,Fujairah,2024-02-26,22:47,C00535,P0050,grocery,beverages,2,14.59,29.18,mobile_pay
T0010974,S002,LuLu_Store_2,Fujairah,2024-02-11,10:04,C00012,P0025,clothing,accessories,3,126.78,380.35,card
T0010975,S002,LuLu_Store_2,Fujairah,2023-04-23,19:16,C04362,P0169,grocery,snacks,7,2.13,14.88,card
T0010976,S002,LuLu_Store_2,Fujairah,2023-03-26,10:30,C03072,P0213,clothing,men,2,55.56,111.12,cash
T0010977,S019,LuLu_Store_19,Abu Dhabi,2023-10-20,21:17,C04931,P0238,clothing,kids,2,45.62,91.24,card
T0010978,S014,LuLu_Store_14,Dubai,2023-08-04,12:07,C02728,P0100,grocery,fresh,2,5.18,10.36,card
T0010979,S009,LuLu_Store_9,Abu Dhabi,2023-12-09,18:33,C04258,P0183,grocery,snacks,1,23.54,23.54,mobile_pay
T0010980,S012,LuLu_Store_12,Fujairah,2023-08-17,11:21,C04922,P0008,grocery,fresh,2,25.07,50.14,card
T0010981,S012,LuLu_Store_12,Fujairah,2023-09-29,16:27,C02301,P0014,grocery,snacks,2,12.74,25.49,card
T0010982,S010,LuLu_Store_10,Sharjah,2024-09-05,19:10,C02097,P0122,electronics,audio,3,1319.34,3958.02,card
T0010983,S016,LuLu_Store_16,Dubai,2024-10-25,10:38,C00429,P0217,beauty,fragrance,2,66.61,133.22,cash
T0010984,S013,LuLu_Store_13,Ajman,2023-06-30,20:35,C02534,P0158,clothing,women,2,98.88,197.76,cash
T0010985,S013,LuLu_Store_13,Ajman,2023-11-20,13:29,C02049,P0017,grocery,beverages,2,0.97,1.94,cash
T0010986,S008,LuLu_Store_8,Ajman,2023-08-16,20:43,C04403,P0027,grocery,pantry,2,30.0,60.0,card
T0010987,S006,LuLu_Store_6,Dubai,2023-04-05,18:42,C02987,P0144,grocery,fresh,2,18.82,37.64,cash
T0010988,S014,LuLu_Store_14,Dubai,2023-05-04,22:21,C02890,P0020,grocery,pantry,1,2.02,2.02,mobile_pay
T0010989,S016,LuLu_Store_16,Dubai,2023-02-03,18:23,C01862,P0188,clothing,accessories,4,132.0,528.0,card
T0010990,S019,LuLu_Store_19,Abu Dhabi,2024-01-22,13:11,C02427,P0049,grocery,beverages,3,3.67,11.01,card
T0010991,S002,LuLu_Store_2,Fujairah,2024-12-16,10:52,C03600,P0089,grocery,pantry,3,12.38,37.13,card
T0010992,S009,LuLu_Store_9,Abu Dhabi,2023-05-10,22:33,C01117,P0165,clothing,men,2,19.9,39.81,cash
T0010993,S018,LuLu_Store_18,Abu Dhabi,2024-02-28,17:42,C04932,P0194,electronics,mobile,3,219.28,657.85,card
T0010994,S002,LuLu_Store_2,Fujairah,2023-08-20,12:59,C00882,P0195,electronics,tv,4,151.94,607.74,card
T0010995,S011,LuLu_Store_11,Dubai,2023-12-23,16:24,C02033,P0008,grocery,fresh,4,25.35,101.41,cash
T0010996,S012,LuLu_Store_12,Fujairah,2024-03-11,12:26,C04314,P0247,electronics,tv,4,181.4,725.58,cash
T0010997,S003,LuLu_Store_3,Sharjah,2024-09-30,22:18,C02349,P0139,home,furniture,3,498.7,1496.09,card
T0010998,S018,LuLu_Store_18,Abu Dhabi,2023-01-01,09:03,C02283,P0004,clothing,accessories,3,15.02,45.07,card
T0010999,S010,LuLu_Store_10,Sharjah,2023-07-24,19:16,C01269,P0092,grocery,beverages,1,3.26,3.26,card
T0011000,S001,LuLu_Store_1,Dubai,2023-01-12,22:27,C03567,P0015,grocery,beverages,2,19.55,39.1,card
T0011001,S001,LuLu_Store_1,Dubai,2024-01-06,09:58,C02302,P0005,grocery,beverages,2,7.2,14.4,card
T0011002,S005,LuLu_Store_5,Dubai,2024-08-08,09:06,C03590,P0085,grocery,snacks,3,3.36,10.08,gift_card
T0011003,S015,LuLu_Store_15,Dubai,2024-12-28,09:01,C00927,P0024,grocery,pantry,3,1.38,4.13,card
T0011004,S013,LuLu_Store_13,Ajman,2024-09-22,09:18,C03778,P0243,grocery,beverages,3,10.95,32.86,card
T0011005,S002,LuLu_Store_2,Fujairah,2023-06-30,21:30,C01109,P0065,grocery,beverages,4,29.63,118.53,card
T0011006,S010,LuLu_Store_10,Sharjah,2024-01-25,14:33,C02541,P0031,grocery,fresh,2,6.84,13.68,card
T0011007,S014,LuLu_Store_14,Dubai,2023-10-27,20:45,C03310,P0095,home,furniture,3,186.66,559.97,card
T0011008,S002,LuLu_Store_2,Fujairah,2023-10-15,20:30,C00902,P0185,grocery,beverages,2,7.74,15.48,card
T0011009,S008,LuLu_Store_8,Ajman,2023-06-01,20:50,C00244,P0028,electronics,accessories,3,1175.59,3526.78,cash
T0011010,S015,LuLu_Store_15,Dubai,2023-07-31,18:08,C04432,P0113,home,decor,2,346.46,692.93,card
T0011011,S014,LuLu_Store_14,Dubai,2024-02-19,22:48,C01841,P0162,grocery,fresh,3,11.22,33.65,mobile_pay
T0011012,S013,LuLu_Store_13,Ajman,2023-05-17,19:14,C04752,P0132,home,furniture,3,385.84,1157.53,cash
T0011013,S016,LuLu_Store_16,Dubai,2024-07-21,15:17,C02998,P0026,clothing,women,2,104.03,208.05,card
T0011014,S013,LuLu_Store_13,Ajman,2024-09-15,08:53,C04045,P0199,electronics,tv,1,1005.34,1005.34,cash
T0011015,S020,LuLu_Store_20,Dubai,2024-03-07,10:06,C04315,P0193,clothing,accessories,2,112.33,224.66,card
T0011016,S018,LuLu_Store_18,Abu Dhabi,2024-10-29,20:25,C02826,P0220,grocery,snacks,1,6.21,6.21,card
T0011017,S004,LuLu_Store_4,Abu Dhabi,2023-08-31,08:45,C03547,P0083,clothing,women,4,91.4,365.6,mobile_pay
T0011018,S016,LuLu_Store_16,Dubai,2024-02-01,19:28,C01225,P0045,clothing,women,1,68.65,68.65,card
T0011019,S002,LuLu_Store_2,Fujairah,2024-02-22,17:51,C02887,P0064,beauty,skincare,3,85.27,255.81,card
T0011020,S013,LuLu_Store_13,Ajman,2023-12-19,22:01,C02290,P0026,clothing,women,1,103.31,103.31,card
T0011021,S007,LuLu_Store_7,Dubai,2023-11-19,11:52,C01620,P0169,grocery,snacks,2,1.98,3.96,card
T0011022,S001,LuLu_Store_1,Dubai,2024-08-29,19:51,C02983,P0126,grocery,fresh,2,14.81,29.63,card
T0011023,S011,LuLu_Store_11,Dubai,2024-11-13,15:28,C02642,P0238,clothing,kids,3,49.68,149.03,card
T0011024,S003,LuLu_Store_3,Sharjah,2023-10-25,11:19,C01934,P0050,grocery,beverages,2,14.43,28.86,cash
T0011025,S002,LuLu_Store_2,Fujairah,2023-10-16,16:30,C01883,P0018,grocery,fresh,2,4.69,9.37,card
T0011026,S006,LuLu_Store_6,Dubai,2024-11-07,16:42,C00517,P0141,grocery,snacks,1,12.94,12.94,cash
T0011027,S004,LuLu_Store_4,Abu Dhabi,2023-11-03,16:15,C03881,P0228,clothing,women,2,66.58,133.15,cash
T0011028,S002,LuLu_Store_2,Fujairah,2023-09-13,21:26,C02536,P0128,home,decor,4,41.13,164.53,card
T0011029,S008,LuLu_Store_8,Ajman,2024-06-20,10:06,C01252,P0216,grocery,fresh,1,28.23,28.23,cash
T0011030,S017,LuLu_Store_17,Dubai,2024-12-08,11:16,C03848,P0041,home,decor,2,346.09,692.19,card
T0011031,S001,LuLu_Store_1,Dubai,2024-09-02,17:53,C03080,P0022,grocery,pantry,1,7.44,7.44,card
T0011032,S009,LuLu_Store_9,Abu Dhabi,2023-08-10,14:56,C01856,P0020,grocery,pantry,3,2.16,6.47,card
T0011033,S008,LuLu_Store_8,Ajman,2024-01-26,12:48,C03759,P0016,grocery,beverages,1,17.67,17.67,card
T0011034,S010,LuLu_Store_10,Sharjah,2023-01-09,19:51,C04783,P0022,grocery,pantry,4,7.53,30.13,card
T0011035,S008,LuLu_Store_8,Ajman,2024-12-28,17:12,C04249,P0092,grocery,beverages,2,3.35,6.7,card
T0011036,S011,LuLu_Store_11,Dubai,2023-04-30,12:02,C02790,P0248,electronics,audio,3,702.72,2108.17,cash
T0011037,S004,LuLu_Store_4,Abu Dhabi,2024-08-01,22:10,C01932,P0203,beauty,skincare,1,55.13,55.13,card
T0011038,S006,LuLu_Store_6,Dubai,2024-12-02,09:05,C03932,P0038,clothing,kids,2,84.8,169.61,cash
T0011039,S002,LuLu_Store_2,Fujairah,2024-02-21,10:48,C04827,P0068,grocery,beverages,3,15.5,46.49,card
T0011040,S007,LuLu_Store_7,Dubai,2023-05-28,09:57,C00332,P0133,grocery,snacks,2,7.98,15.97,cash
T0011041,S008,LuLu_Store_8,Ajman,2024-01-06,21:10,C04638,P0222,home,kitchen,2,317.19,634.38,card
T0011042,S014,LuLu_Store_14,Dubai,2024-11-04,22:04,C00880,P0067,grocery,fresh,3,11.62,34.87,mobile_pay
T0011043,S002,LuLu_Store_2,Fujairah,2024-10-14,19:38,C00277,P0229,grocery,beverages,2,4.31,8.62,card
T0011044,S020,LuLu_Store_20,Dubai,2023-08-26,08:08,C01909,P0165,clothing,men,3,20.69,62.08,card
T0011045,S004,LuLu_Store_4,Abu Dhabi,2024-09-19,13:48,C03870,P0203,beauty,skincare,4,50.96,203.85,cash
T0011046,S005,LuLu_Store_5,Dubai,2024-05-06,13:53,C01339,P0093,electronics,mobile,3,863.42,2590.27,card
T0011047,S004,LuLu_Store_4,Abu Dhabi,2024-08-11,11:28,C01495,P0194,electronics,mobile,3,245.47,736.4,cash
T0011048,S008,LuLu_Store_8,Ajman,2023-07-21,15:13,C01612,P0010,clothing,accessories,1,101.2,101.2,card
T0011049,S007,LuLu_Store_7,Dubai,2024-02-01,21:08,C00510,P0113,home,decor,4,344.14,1376.56,card
T0011050,S007,LuLu_Store_7,Dubai,2023-01-10,22:49,C02422,P0098,clothing,women,3,119.95,359.84,cash
T0011051,S011,LuLu_Store_11,Dubai,2023-07-23,22:50,C03853,P0053,home,linen,2,383.65,767.31,cash
T0011052,S016,LuLu_Store_16,Dubai,2023-07-20,08:01,C04358,P0139,home,furniture,2,462.83,925.66,card
T0011053,S018,LuLu_Store_18,Abu Dhabi,2023-09-06,17:42,C01520,P0135,home,decor,1,194.99,194.99,card
T0011054,S007,LuLu_Store_7,Dubai,2024-11-05,11:06,C00723,P0091,grocery,beverages,2,27.95,55.9,card
T0011055,S003,LuLu_Store_3,Sharjah,2023-02-19,19:47,C00498,P0233,electronics,audio,2,1052.03,2104.06,card
T0011056,S019,LuLu_Store_19,Abu Dhabi,2024-08-17,14:58,C01063,P0139,home,furniture,2,510.77,1021.54,card
T0011057,S020,LuLu_Store_20,Dubai,2023-03-28,10:21,C00785,P0143,electronics,audio,3,442.2,1326.59,mobile_pay
T0011058,S016,LuLu_Store_16,Dubai,2024-11-01,16:12,C01564,P0026,clothing,women,3,104.49,313.46,card
T0011059,S017,LuLu_Store_17,Dubai,2024-05-05,13:42,C03895,P0178,grocery,fresh,1,18.47,18.47,card
T0011060,S013,LuLu_Store_13,Ajman,2024-01-26,12:35,C00721,P0156,grocery,snacks,2,26.98,53.95,cash
T0011061,S017,LuLu_Store_17,Dubai,2023-01-12,13:40,C04700,P0147,grocery,snacks,3,27.9,83.69,card
T0011062,S010,LuLu_Store_10,Sharjah,2023-08-28,18:21,C00657,P0146,grocery,snacks,4,8.71,34.85,cash
T0011063,S012,LuLu_Store_12,Fujairah,2023-07-24,13:12,C00278,P0143,electronics,audio,2,447.32,894.64,card
T0011064,S005,LuLu_Store_5,Dubai,2023-04-29,12:46,C04988,P0239,grocery,pantry,2,5.37,10.74,cash
T0011065,S002,LuLu_Store_2,Fujairah,2023-11-27,13:28,C04712,P0016,grocery,beverages,1,16.6,16.6,card
T0011066,S014,LuLu_Store_14,Dubai,2024-05-24,15:41,C00481,P0206,grocery,beverages,2,13.13,26.25,mobile_pay
T0011067,S010,LuLu_Store_10,Sharjah,2023-01-11,09:32,guest,P0109,grocery,pantry,1,21.1,21.1,card
T0011068,S016,LuLu_Store_16,Dubai,2024-12-09,08:14,C01892,P0242,clothing,women,3,108.49,325.47,card
T0011069,S004,LuLu_Store_4,Abu Dhabi,2023-05-11,18:57,C02365,P0222,home,kitchen,5,302.62,1513.08,mobile_pay
T0011070,S004,LuLu_Store_4,Abu Dhabi,2023-06-11,16:45,C00447,P0007,grocery,pantry,2,22.02,44.03,card
T0011071,S017,LuLu_Store_17,Dubai,2023-05-05,21:10,C00605,P0084,clothing,kids,1,28.74,28.74,mobile_pay
T0011072,S004,LuLu_Store_4,Abu Dhabi,2023-04-07,08:36,guest,P0075,clothing,men,1,97.09,97.09,card
T0011073,S010,LuLu_Store_10,Sharjah,2024-04-26,14:11,C04924,P0033,home,decor,2,337.82,675.63,card
T0011074,S009,LuLu_Store_9,Abu Dhabi,2024-02-12,16:49,C03619,P0247,electronics,tv,2,172.0,344.01,cash
T0011075,S007,LuLu_Store_7,Dubai,2024-07-16,14:29,C03282,P0106,grocery,fresh,4,2.87,11.47,mobile_pay
T0011076,S013,LuLu_Store_13,Ajman,2024-10-05,08:35,C03880,P0128,home,decor,2,38.5,77.0,card
T0011077,S009,LuLu_Store_9,Abu Dhabi,2023-07-06,13:09,C01784,P0092,grocery,beverages,3,2.95,8.85,card
T0011078,S017,LuLu_Store_17,Dubai,2024-12-22,16:24,C04192,P0243,grocery,beverages,2,10.64,21.28,mobile_pay
T0011079,S009,LuLu_Store_9,Abu Dhabi,2024-02-03,17:07,C02408,P0243,grocery,beverages,5,11.28,56.4,card
T0011080,S003,LuLu_Store_3,Sharjah,2023-01-12,13:53,C03622,P0131,clothing,kids,3,54.82,164.45,card
T0011081,S007,LuLu_Store_7,Dubai,2023-08-31,15:19,C02181,P0242,clothing,women,3,108.39,325.16,card
T0011082,S011,LuLu_Store_11,Dubai,2024-08-21,16:10,C00504,P0053,home,linen,2,380.43,760.87,cash
T0011083,S001,LuLu_Store_1,Dubai,2024-11-11,12:56,C01671,P0172,clothing,men,2,103.07,206.13,card
T0011084,S013,LuLu_Store_13,Ajman,2023-05-15,09:17,C02028,P0077,grocery,snacks,3,14.35,43.05,card
T0011085,S013,LuLu_Store_13,Ajman,2024-02-21,19:53,C02871,P0232,grocery,snacks,1,4.24,4.24,cash
T0011086,S018,LuLu_Store_18,Abu Dhabi,2024-04-07,10:30,C04044,P0176,beauty,skincare,3,88.47,265.42,card
T0011087,S018,LuLu_Store_18,Abu Dhabi,2023-09-11,12:24,C01538,P0156,grocery,snacks,1,24.62,24.62,card
T0011088,S010,LuLu_Store_10,Sharjah,2023-07-03,16:09,C04965,P0233,electronics,audio,2,1140.08,2280.16,cash
T0011089,S017,LuLu_Store_17,Dubai,2023-07-29,20:06,C03431,P0034,grocery,pantry,3,9.07,27.2,card
T0011090,S007,LuLu_Store_7,Dubai,2024-06-17,08:38,C01313,P0215,grocery,beverages,2,30.71,61.41,card
T0011091,S008,LuLu_Store_8,Ajman,2023-10-01,14:43,C01165,P0104,beauty,fragrance,3,77.48,232.43,cash
T0011092,S012,LuLu_Store_12,Fujairah,2023-06-26,22:15,C04969,P0236,grocery,fresh,5,18.08,90.42,cash
T0011093,S020,LuLu_Store_20,Dubai,2024-07-06,20:11,C03907,P0225,electronics,tv,2,1397.25,2794.51,card
T0011094,S014,LuLu_Store_14,Dubai,2024-01-20,13:14,C01036,P0146,grocery,snacks,5,10.18,50.89,gift_card
T0011095,S003,LuLu_Store_3,Sharjah,2024-11-13,15:03,C04540,P0238,clothing,kids,1,49.57,49.57,cash
T0011096,S018,LuLu_Store_18,Abu Dhabi,2024-07-26,17:20,C02042,P0174,electronics,accessories,3,1341.75,4025.24,card
T0011097,S009,LuLu_Store_9,Abu Dhabi,2024-06-06,17:42,C00685,P0073,beauty,fragrance,1,88.87,88.87,gift_card
T0011098,S002,LuLu_Store_2,Fujairah,2023-11-06,12:24,C00874,P0227,grocery,fresh,4,16.9,67.6,card
T0011099,S019,LuLu_Store_19,Abu Dhabi,2024-04-12,19:46,C02191,P0144,grocery,fresh,2,22.45,44.89,card
T0011100,S011,LuLu_Store_11,Dubai,2023-10-17,18:47,C03724,P0089,grocery,pantry,2,13.65,27.29,card
T0011101,S011,LuLu_Store_11,Dubai,2024-04-22,08:32,C01457,P0092,grocery,beverages,1,3.13,3.13,card
T0011102,S020,LuLu_Store_20,Dubai,2024-02-07,10:58,C00881,P0128,home,decor,1,36.65,36.65,card
T0011103,S013,LuLu_Store_13,Ajman,2024-10-14,13:09,C00947,P0217,beauty,fragrance,2,74.79,149.57,cash
T0011104,S006,LuLu_Store_6,Dubai,2023-09-04,12:46,C00096,P0168,grocery,snacks,2,24.55,49.1,card
T0011105,S014,LuLu_Store_14,Dubai,2024-07-03,08:29,C04005,P0170,grocery,fresh,1,26.51,26.51,cash
T0011106,S019,LuLu_Store_19,Abu Dhabi,2024-04-16,18:02,C01073,P0173,grocery,fresh,3,26.46,79.37,cash
T0011107,S012,LuLu_Store_12,Fujairah,2023-08-26,13:09,C03332,P0183,grocery,snacks,3,24.91,74.72,card
T0011108,S004,LuLu_Store_4,Abu Dhabi,2024-04-10,18:11,C04849,P0115,grocery,fresh,4,23.12,92.47,card
T0011109,S005,LuLu_Store_5,Dubai,2023-06-05,13:03,C04748,P0160,grocery,beverages,2,11.29,22.59,card
T0011110,S009,LuLu_Store_9,Abu Dhabi,2023-08-12,20:33,C03079,P0169,grocery,snacks,1,2.12,2.12,cash
T0011111,S017,LuLu_Store_17,Dubai,2023-11-12,10:31,C03796,P0019,electronics,mobile,2,364.82,729.64,card
T0011112,S009,LuLu_Store_9,Abu Dhabi,2023-06-25,14:41,C02118,P0137,grocery,beverages,3,29.44,88.32,cash
T0011113,S003,LuLu_Store_3,Sharjah,2023-08-03,17:00,C01644,P0239,grocery,pantry,4,5.33,21.32,card
T0011114,S013,LuLu_Store_13,Ajman,2023-11-10,10:33,C03826,P0133,grocery,snacks,2,8.18,16.35,card
T0011115,S020,LuLu_Store_20,Dubai,2024-11-11,22:04,C01469,P0003,home,linen,6,117.27,703.63,cash
T0011116,S003,LuLu_Store_3,Sharjah,2023-08-01,09:48,C03056,P0222,home,kitchen,1,325.29,325.29,card
T0011117,S007,LuLu_Store_7,Dubai,2023-06-26,19:29,C03529,P0194,electronics,mobile,2,243.43,486.87,cash
T0011118,S018,LuLu_Store_18,Abu Dhabi,2024-08-05,08:46,C03290,P0186,electronics,audio,2,586.3,1172.61,cash
T0011119,S011,LuLu_Store_11,Dubai,2024-02-11,10:12,C02383,P0024,grocery,pantry,3,1.56,4.67,cash
T0011120,S013,LuLu_Store_13,Ajman,2024-12-22,18:06,C00775,P0062,clothing,accessories,3,117.51,352.53,cash
T0011121,S003,LuLu_Store_3,Sharjah,2024-12-15,10:36,C02407,P0137,grocery,beverages,3,28.3,84.9,card
T0011122,S002,LuLu_Store_2,Fujairah,2023-11-13,12:10,C00559,P0187,grocery,pantry,2,22.33,44.66,gift_card
T0011123,S017,LuLu_Store_17,Dubai,2023-01-10,18:03,C00771,P0115,grocery,fresh,4,22.43,89.74,mobile_pay
T0011124,S005,LuLu_Store_5,Dubai,2023-07-14,18:33,C01586,P0079,grocery,pantry,4,3.04,12.16,cash
T0011125,S004,LuLu_Store_4,Abu Dhabi,2023-04-07,14:16,C03701,P0073,beauty,fragrance,3,79.14,237.42,card
T0011126,S009,LuLu_Store_9,Abu Dhabi,2024-06-22,21:22,C03488,P0144,grocery,fresh,3,19.27,57.82,card
T0011127,S002,LuLu_Store_2,Fujairah,2023-06-01,13:10,C04339,P0022,grocery,pantry,3,7.66,22.99,card
T0011128,S004,LuLu_Store_4,Abu Dhabi,2023-10-11,11:02,C04917,P0028,electronics,accessories,3,1233.57,3700.7,cash
T0011129,S006,LuLu_Store_6,Dubai,2023-01-15,21:19,C01732,P0184,home,decor,2,335.69,671.39,card
T0011130,S010,LuLu_Store_10,Sharjah,2024-06-05,22:40,C02704,P0182,clothing,accessories,3,26.82,80.47,cash
T0011131,S005,LuLu_Store_5,Dubai,2024-11-03,21:38,C01020,P0205,grocery,pantry,2,23.67,47.35,card
T0011132,S002,LuLu_Store_2,Fujairah,2023-09-03,16:23,C04823,P0016,grocery,beverages,1,17.11,17.11,card
T0011133,S020,LuLu_Store_20,Dubai,2023-06-10,10:51,C02879,P0053,home,linen,2,400.75,801.51,cash
T0011134,S010,LuLu_Store_10,Sharjah,2023-11-24,16:35,C01577,P0120,grocery,pantry,3,25.22,75.66,card
T0011135,S001,LuLu_Store_1,Dubai,2024-10-28,21:31,C03765,P0092,grocery,beverages,1,3.48,3.48,card
T0011136,S007,LuLu_Store_7,Dubai,2024-07-02,14:56,C00695,P0200,electronics,audio,1,1096.95,1096.95,cash
T0011137,S002,LuLu_Store_2,Fujairah,2024-12-29,10:12,C02515,P0037,grocery,fresh,2,11.89,23.79,card
T0011138,S005,LuLu_Store_5,Dubai,2023-12-17,18:06,C00868,P0132,home,furniture,1,341.06,341.06,cash
T0011139,S018,LuLu_Store_18,Abu Dhabi,2024-04-18,09:21,C03171,P0151,grocery,snacks,3,30.59,91.76,cash
T0011140,S012,LuLu_Store_12,Fujairah,2024-02-29,09:25,C01757,P0015,grocery,beverages,5,18.19,90.94,card
T0011141,S015,LuLu_Store_15,Dubai,2023-09-15,13:43,C03073,P0047,grocery,beverages,1,3.69,3.69,card
T0011142,S011,LuLu_Store_11,Dubai,2023-02-14,22:09,C02222,P0045,clothing,women,1,67.57,67.57,card
T0011143,S019,LuLu_Store_19,Abu Dhabi,2024-04-23,21:37,C00578,P0135,home,decor,2,214.78,429.55,card
T0011144,S007,LuLu_Store_7,Dubai,2024-11-09,19:40,C02221,P0189,electronics,tv,3,1098.2,3294.6,card
T0011145,S012,LuLu_Store_12,Fujairah,2024-11-21,16:50,C00592,P0075,clothing,men,3,94.72,284.15,cash
T0011146,S012,LuLu_Store_12,Fujairah,2024-01-08,18:57,C00332,P0148,grocery,pantry,2,2.57,5.14,mobile_pay
T0011147,S010,LuLu_Store_10,Sharjah,2023-06-16,12:08,C01302,P0032,clothing,kids,1,46.94,46.94,card
T0011148,S016,LuLu_Store_16,Dubai,2024-11-30,10:48,C03533,P0191,grocery,beverages,2,7.28,14.56,card
T0011149,S003,LuLu_Store_3,Sharjah,2024-11-07,12:00,C01239,P0214,clothing,men,1,124.41,124.41,card
T0011150,S013,LuLu_Store_13,Ajman,2024-09-05,13:05,C04925,P0055,grocery,snacks,2,17.34,34.68,cash
T0011151,S012,LuLu_Store_12,Fujairah,2024-10-01,09:44,C00710,P0151,grocery,snacks,4,27.41,109.65,cash
T0011152,S016,LuLu_Store_16,Dubai,2023-09-13,19:20,C04594,P0184,home,decor,2,346.75,693.51,card
T0011153,S003,LuLu_Store_3,Sharjah,2023-09-01,21:49,C02198,P0149,grocery,fresh,3,11.09,33.27,gift_card
T0011154,S013,LuLu_Store_13,Ajman,2024-02-22,14:07,C02158,P0154,clothing,men,1,85.61,85.61,card
T0011155,S007,LuLu_Store_7,Dubai,2024-05-01,08:15,C04947,P0161,home,decor,3,251.14,753.41,card
T0011156,S007,LuLu_Store_7,Dubai,2023-06-22,14:49,C04008,P0095,home,furniture,1,182.32,182.32,card
T0011157,S009,LuLu_Store_9,Abu Dhabi,2024-10-04,10:14,C02387,P0142,electronics,accessories,3,446.64,1339.91,card
T0011158,S018,LuLu_Store_18,Abu Dhabi,2024-04-21,13:13,C04140,P0211,grocery,pantry,4,18.34,73.37,cash
T0011159,S005,LuLu_Store_5,Dubai,2024-11-27,21:28,C02568,P0033,home,decor,2,378.11,756.21,card
T0011160,S015,LuLu_Store_15,Dubai,2023-04-27,08:23,C03820,P0132,home,furniture,1,335.12,335.12,mobile_pay
T0011161,S018,LuLu_Store_18,Abu Dhabi,2023-12-04,20:18,C02638,P0108,home,linen,4,467.22,1868.87,cash
T0011162,S020,LuLu_Store_20,Dubai,2023-02-19,08:03,C04526,P0074,grocery,pantry,1,18.19,18.19,card
T0011163,S015,LuLu_Store_15,Dubai,2024-12-10,11:51,C04408,P0214,clothing,men,2,125.6,251.21,card
T0011164,S008,LuLu_Store_8,Ajman,2023-07-23,22:17,C02419,P0027,grocery,pantry,1,28.21,28.21,card
T0011165,S014,LuLu_Store_14,Dubai,2024-06-01,19:38,C03120,P0169,grocery,snacks,3,1.85,5.55,gift_card
T0011166,S015,LuLu_Store_15,Dubai,2024-11-27,11:30,C04018,P0203,beauty,skincare,3,51.85,155.54,mobile_pay
T0011167,S006,LuLu_Store_6,Dubai,2024-05-07,22:33,C03851,P0035,beauty,skincare,5,64.55,322.73,card
T0011168,S008,LuLu_Store_8,Ajman,2024-03-05,19:33,C00774,P0054,clothing,men,1,143.53,143.53,cash
T0011169,S006,LuLu_Store_6,Dubai,2024-02-27,15:03,C00825,P0030,grocery,beverages,4,17.88,71.51,cash
T0011170,S013,LuLu_Store_13,Ajman,2023-06-15,19:55,C00977,P0164,electronics,mobile,4,1354.95,5419.78,card
T0011171,S008,LuLu_Store_8,Ajman,2024-07-02,16:12,C01502,P0207,clothing,women,3,60.83,182.48,card
T0011172,S012,LuLu_Store_12,Fujairah,2024-08-03,19:09,C00303,P0159,grocery,beverages,3,31.85,95.55,card
T0011173,S001,LuLu_Store_1,Dubai,2023-01-29,13:55,C02769,P0196,grocery,fresh,5,3.33,16.63,card
